id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
840628,Spacious apartment 60m2 for couple!,3557914,Fernando,,De Baarsjes - Oud-West,52.36892,4.85352,Entire home/apt,79,4,3,2016-01-03,0.04,1,0
842774,Spacious apartment! Great location!,437989,Amy,,Centrum-Oost,52.36331,4.91525,Entire home/apt,220,3,4,2013-05-09,0.05,1,1
843138,Fantastic Authentic apt Palace View,4402188,Angelique,,Centrum-West,52.37014,4.89284,Entire home/apt,225,4,70,2019-05-18,0.88,1,267
846458,Large charming house A'dam centre,4419885,Anne-Cecile & Jeroen,,De Baarsjes - Oud-West,52.36614,4.87413,Entire home/apt,300,2,25,2018-05-30,0.32,1,0
846610,Studio at a Amsterdam canal,4420734,Koert,,Westerpark,52.38526,4.88053,Entire home/apt,120,2,86,2019-07-01,2.22,1,16
847093,Lovely apartment @Vondelpark for families,4663170,Brenda,,De Baarsjes - Oud-West,52.36054,4.8606,Entire home/apt,150,4,39,2019-05-03,0.51,1,17
847730,"Bright "" feel good"" apartment",4426149,Leoni,,De Baarsjes - Oud-West,52.37219,4.85112,Entire home/apt,139,6,27,2019-05-03,0.34,1,0
849993,Central design apt in pretty street,4438302,Esmé,,De Baarsjes - Oud-West,52.36469,4.87722,Entire home/apt,190,5,17,2018-01-05,0.21,1,0
851044,HOUSEBOAT NOVA 80m2 + FREE BIKES,4443833,Nova Team,,Zuid,52.33968,4.84618,Entire home/apt,140,1,570,2019-07-07,7.19,1,216
853645,Perfect location bright cosy appt!,4398387,Joyce,,Zuid,52.35393,4.88651,Entire home/apt,800,30,70,2018-04-07,0.89,1,0
854060,"Eco-House, Garden, Silence, Privacy&Bikes",4459890,Anrik,,Noord-Oost,52.38419,4.96246,Private room,193,3,65,2019-05-03,0.84,1,281
854328,Magnificent top floor city center 3 bdr 2 bath,1347048,Family Of 5,,Westerpark,52.37395,4.87193,Entire home/apt,250,7,293,2019-06-26,3.84,1,162
857794,2-BR apt in NIGHTLIFE center for max 2 guests,77484,Annelies,,Centrum-Oost,52.36376,4.8845,Entire home/apt,135,7,109,2019-06-11,1.37,5,57
858666,LUXURY INDEPENDENT STUDIO on SHIP : free bikes!,4494136,Angie,,Oostelijk Havengebied - Indische Buurt,52.37857,4.9277,Private room,150,2,372,2019-06-22,4.92,1,31
860193,Houseboat Hugo | Warm on the water,7491208,Anne,,De Baarsjes - Oud-West,52.37235,4.87389,Private room,200,2,116,2019-06-07,1.55,1,74
862411,Fancy apartment heart of Amsterdam,4520552,Simone,,Centrum-West,52.38081,4.88568,Entire home/apt,133,3,76,2019-06-16,0.98,1,190
862432,Apartment in city centre (Jordaan),4520718,Jorien,,Centrum-West,52.3799,4.88225,Entire home/apt,109,3,34,2018-01-02,0.44,1,0
862446,Charming Loft - SUPER CENTRAL !!!,4520847,Milo,,Centrum-West,52.37668,4.89228,Entire home/apt,135,3,35,2019-06-16,0.55,1,365
862597,Clean cosy apartment,4521818,Nils,,Oostelijk Havengebied - Indische Buurt,52.3643,4.94049,Entire home/apt,145,2,148,2019-06-10,1.97,1,104
863877,Beautiful apartment in city centre,2620478,Niels,,Centrum-Oost,52.36513,4.88719,Entire home/apt,175,2,8,2015-04-07,0.11,1,0
865181,Studio in Amsterdam Centrum near CS,4542690,Marjorie,,Centrum-Oost,52.37337,4.92079,Entire home/apt,100,1,45,2019-06-06,0.95,1,59
865328,Sunny apartment Amsterdam Zuid behind Museumsquare,4543444,Trinette,,Zuid,52.35553,4.87277,Private room,145,2,67,2019-06-22,1.63,1,218
866523,luxurious double room apartment,4552493,Regilio,,Slotervaart,52.35656,4.82756,Entire home/apt,80,2,7,2016-10-09,0.12,1,0
867418,Nice flat in the booming east with cat,4560570,Eero,,Oostelijk Havengebied - Indische Buurt,52.36161,4.93723,Entire home/apt,80,3,67,2019-05-24,0.95,1,0
870150,Cosy & clean room near Vondelpark (incl. Bicycle!),4585541,Marcella,,De Baarsjes - Oud-West,52.36168,4.85488,Private room,47,1,201,2019-06-21,2.61,1,46
870225,Spacious apartment in 'Pijp' area,1118702,Tom,,De Pijp - Rivierenbuurt,52.3526,4.90083,Entire home/apt,180,1,84,2019-02-10,1.11,1,74
870342,*Comfortable apartment close to city center*,1314991,Martijn,,Oud-Oost,52.35561,4.92003,Entire home/apt,110,20,2,2015-11-27,0.05,1,241
874057,Bright apt in center with canal view and king bed!,4592706,Joris,,De Baarsjes - Oud-West,52.37207,4.86652,Entire home/apt,250,3,35,2019-06-13,0.46,1,11
874076,The Weavery Boutique Bed&Breakfast2,4614541,Driss And Bettina,,Centrum-Oost,52.36037,4.88997,Private room,100,2,40,2019-06-16,1.11,2,289
874315,"Private, quiet room in old center",4615516,William,,Centrum-Oost,52.36121,4.89155,Private room,110,2,420,2019-06-22,5.47,1,65
874340,The Room Upstairs - Free parking,4615590,Marta,,Noord-West,52.42365,4.88702,Private room,60,1,325,2019-03-09,4.31,3,213
874688,5 BR apartment / Quiet / Garden,4585922,Alan,,Oud-Oost,52.35935,4.91304,Entire home/apt,315,3,25,2019-05-04,0.35,1,211
877702,The Weavery Boutique Bed&Breakfast1,4614541,Driss And Bettina,,Centrum-Oost,52.36247,4.89073,Private room,150,2,35,2019-04-22,0.47,2,273
879986,Spacious room with private bathroom,3332206,Stef,,De Pijp - Rivierenbuurt,52.34088,4.91022,Private room,89,2,448,2019-07-03,5.73,1,237
881558,Big room (& big bathroom) in canalhouse,4663978,Juri,,Centrum-Oost,52.36284,4.88756,Private room,120,4,47,2019-06-01,0.62,2,325
884070,ArtPark B&B,4682226,Benjamim,,Bos en Lommer,52.37754,4.85169,Entire home/apt,80,2,22,2018-10-08,0.46,1,362
884164,"Central, comfortable and spacious",12541030,Jeroen,,Oostelijk Havengebied - Indische Buurt,52.3657,4.93659,Entire home/apt,110,3,53,2019-04-25,0.69,1,359
884329,"Bed & Boat, apartment on houseboat. Free bikes.",4684314,Frans,,De Aker - Nieuw Sloten,52.34334,4.78774,Private room,125,2,370,2019-06-28,4.73,1,208
885008,★ BEAUTIFUL DESIGN LOFT CENTRE ★,4688823,Yori,,Centrum-Oost,52.36806,4.91622,Entire home/apt,229,5,5,2018-01-03,0.07,1,285
886192,Luxurious and spacious mobile home,4698057,Bjorn,,Noord-Oost,52.38475,5.01356,Entire home/apt,90,3,29,2019-07-07,0.46,1,24
890288,Lux 2-bed aprt + 2 bath + 2 terrace,4724613,Cindy,,Zuid,52.35672,4.85327,Entire home/apt,185,2,27,2018-06-25,0.35,1,0
890355,Apartment near city centre + canals,4579810,Zehra,,Westerpark,52.38786,4.87978,Entire home/apt,185,2,32,2019-06-26,0.82,1,0
891375,*NEW* Perfectly located @Westerpark,4707486,Peter,,Westerpark,52.38546,4.87359,Entire home/apt,99,3,20,2018-07-26,0.60,2,0
891695,Beautiful 18C Historic Duplex,4778790,John,,Centrum-Oost,52.36255,4.88631,Entire home/apt,198,3,115,2019-04-16,1.50,1,7
892937,Bright & spacious apt central A'dam,450453,Rudolf,,Centrum-Oost,52.37068,4.8987,Entire home/apt,239,4,46,2019-05-07,0.60,2,269
893203,Room in modern apartment with rooftop terrace,1608775,Michaël,,De Baarsjes - Oud-West,52.36703,4.86265,Private room,65,4,49,2017-12-20,0.66,1,119
895792,Spacious apt in REDLIGHT district,4774482,Kiki,,Centrum-West,52.37405,4.89945,Entire home/apt,250,2,56,2019-04-22,0.73,1,0
896368,Comfortabel 2p. appt. in de Pijp,4779243,Roy,,De Pijp - Rivierenbuurt,52.35301,4.896,Entire home/apt,150,2,12,2017-05-28,0.16,1,0
901417,Enjoy trippy house close to Anne-Frank Museum,2867494,Lasha,,Westerpark,52.37479,4.86997,Entire home/apt,87,1,39,2019-02-03,0.52,3,0
901789,Trendy appartment in Oud-West,4817958,Bastian,,De Baarsjes - Oud-West,52.36975,4.85535,Entire home/apt,129,3,63,2019-06-30,0.83,1,6
906446,A cosy Bed and Breakfast in A'dam.,488009,Vivian,,Buitenveldert - Zuidas,52.33072,4.87347,Private room,59,2,280,2019-06-21,3.71,1,313
907742,Private getaway Citycentre Adam,1903103,Karin,,De Baarsjes - Oud-West,52.36407,4.86343,Private room,115,2,50,2019-07-03,0.68,1,46
907975,Light & spacious apt - near centre,3071827,Kickan & Rolf,,Oud-Oost,52.35764,4.92036,Entire home/apt,170,5,15,2018-07-09,0.20,1,14
912768,Perfect place in hip 9 streets area,2056454,Marijn,,Centrum-West,52.36992,4.88926,Entire home/apt,150,2,25,2016-06-05,0.32,1,0
916096,Big central Jordaan apt + rooftop!,4917532,Nathalie,,Centrum-West,52.37884,4.87917,Entire home/apt,210,4,54,2019-06-18,0.72,1,201
916850,"Urban Villa, bright and spacious!",4922720,Angela,,Noord-West,52.40509,4.90317,Entire home/apt,255,2,53,2019-06-24,0.70,1,360
917851,Luxury apartment near RAI (in Pijp),4927986,Marjet&Petra,,De Pijp - Rivierenbuurt,52.34723,4.90009,Entire home/apt,99,2,20,2016-05-08,0.43,2,0
919131,Spacious family house in city centre,4937229,Guido,,Zuid,52.35889,4.87615,Entire home/apt,399,4,49,2019-02-23,0.63,1,5
920560,The Guestroom in Amsterdam,4947559,Marit & Victor,,Watergraafsmeer,52.35552,4.93341,Private room,150,2,87,2019-07-06,1.87,1,278
920865,2 KM from Anne Frank house /Jordaan / Canals,3112142,Carla,,Bos en Lommer,52.38144,4.85671,Entire home/apt,145,3,24,2019-07-07,0.39,1,48
922282,1930's family home near centre,4959306,Annemarie,,Zuid,52.34847,4.87715,Entire home/apt,295,5,1,2013-04-09,0.01,1,189
922441,Fully equipped apartment Amsterdam + Roofterrace,4959941,Bart,,De Pijp - Rivierenbuurt,52.35131,4.89263,Entire home/apt,139,3,31,2019-06-20,0.41,1,0
923247,House with garden in quite oud-zuid,4965029,Arija,,Zuid,52.34513,4.86788,Entire home/apt,200,14,24,2017-12-09,0.32,1,207
923517,Spacious studio - Best location,1917728,Victor,,Centrum-West,52.36995,4.88629,Entire home/apt,139,2,111,2019-06-13,1.46,1,355
927119,Charming topfloor flat @ Vondelpark,1176934,Ruurd,,Zuid,52.3503,4.85628,Entire home/apt,129,5,10,2017-09-07,0.14,1,157
931270,Houseboat: double private independent room (45m2),4281750,Karin,,Zuid,52.33958,4.84787,Entire home/apt,115,2,238,2019-06-19,3.25,1,220
931801,A cosy apartment in Amsterdam!,5020505,Michèle,,De Baarsjes - Oud-West,52.36104,4.8633,Entire home/apt,138,1,143,2019-06-22,1.88,1,189
931977,Beautiful apt with rooftop Jordaan,4989229,Renee,,Centrum-West,52.37713,4.88267,Entire home/apt,395,1,78,2019-06-16,1.08,1,303
932227,"Central, 700ft² + huge ROOF TERRACE!",5022352,Lotte,,De Baarsjes - Oud-West,52.37087,4.85219,Entire home/apt,129,3,68,2019-05-08,0.89,1,214
933737,Authentic modern garden family apt. 120m2,1422043,Hiske & Erik,,Oud-Oost,52.35584,4.92527,Entire home/apt,95,16,7,2014-06-02,0.09,1,40
934060,"LOTUS, Classic Dutch Saling Barge",5037506,Zeiltjalk LOTUS,,Oud-Noord,52.40237,4.8971,Private room,440,2,114,2019-04-28,1.51,2,160
937635,The A'dam experience! Spacious Loft,5062046,Leontine,,De Baarsjes - Oud-West,52.36246,4.86411,Entire home/apt,175,3,60,2019-05-02,0.79,1,74
938669,2 private floors near Rijksmuseum,5069954,Mulan,,Centrum-Oost,52.36069,4.88991,Private room,185,2,376,2019-07-01,4.92,1,88
939211,Cozy apartment + bikes Westerpark,5073186,Marijke,,Westerpark,52.38868,4.86777,Entire home/apt,128,3,60,2019-03-26,1.01,1,67
939698,Child friendly classic houseboat,5076226,Marijke,,Oostelijk Havengebied - Indische Buurt,52.37085,4.94184,Entire home/apt,195,1,16,2016-01-02,0.23,1,184
940146,H&H's place - Light and colorful,4280207,Hilde & Harm,,De Pijp - Rivierenbuurt,52.34302,4.90597,Entire home/apt,90,6,9,2018-08-03,0.12,1,40
941407,Homy apartment,3775031,Teresa,,Centrum-Oost,52.36086,4.89544,Entire home/apt,145,15,7,2019-01-04,0.30,1,0
946142,Private apartment near lively neighborhood Jordaan,5102632,Madelinde,,Westerpark,52.37964,4.87383,Private room,87,3,317,2019-06-22,4.15,1,215
947437,Spacious room in quiet neighborhood,5134833,Andre,,Osdorp,52.35791,4.79549,Private room,75,2,159,2019-06-23,2.23,2,287
950414,Luxury Appartement in the Jordaan with Big Balcony,4225020,Robert,,Centrum-West,52.37137,4.87583,Entire home/apt,229,4,29,2019-03-13,0.41,1,11
951483,"Great house,Perfect place, S-Garden",5162447,Roland,,Watergraafsmeer,52.35198,4.92457,Entire home/apt,115,3,36,2019-05-03,0.47,1,31
951605,Comfortable apartment in eco-house,5163484,Dave,,IJburg - Zeeburgereiland,52.36272,4.97814,Private room,70,2,48,2019-06-19,0.71,2,280
953086,Canalhouse in city center,5173586,Hellen,,Centrum-Oost,52.37184,4.90602,Entire home/apt,160,3,11,2016-08-20,0.14,1,0
954633,Private studio 25m2 for two near A'dam Arena,5183517,Simonehenken,,Bijlmer-Centrum,52.32115,4.95553,Private room,95,3,81,2019-07-04,1.28,1,291
956611,Luxurious 4P Temple | AAA-LOCATION | Patio,1477248,Erik,,Centrum-West,52.37631,4.88982,Entire home/apt,130,7,44,2019-06-28,0.58,8,145
957182,Lovely apartment @ canal-centercity,5204869,Renske,,De Pijp - Rivierenbuurt,52.35762,4.90136,Entire home/apt,120,50,7,2015-11-09,0.10,1,292
957217,Canal House 3 floors,4663978,Juri,,Centrum-Oost,52.36279,4.88715,Entire home/apt,220,4,12,2019-06-10,0.16,2,12
957396,"Modern, spacious designer house",4794187,Diederik,,IJburg - Zeeburgereiland,52.35972,4.98059,Entire home/apt,275,3,19,2019-01-01,0.30,1,223
961082,central family home 120sm+garden   child friendly!,2049167,Lucas,,Oud-Oost,52.35659,4.90789,Entire home/apt,240,5,24,2018-10-21,0.47,1,0
963328,"all private, art @ home in city center-2",538659,Wendie And Hans,,Centrum-West,52.36567,4.88463,Private room,95,4,317,2019-06-24,4.21,2,127
964986,"Space, glass floors & roof terrace ",2633774,Daniel,,De Pijp - Rivierenbuurt,52.35522,4.90182,Entire home/apt,349,3,23,2019-07-03,0.31,1,361
969862,Living in a houseboat on the water,5297940,Helga,,Zuid,52.34112,4.84762,Private room,95,2,155,2019-07-02,2.16,1,228
978043,Historical canal apartment center,5351733,Esther,,Centrum-Oost,52.37004,4.90311,Entire home/apt,169,5,35,2019-06-17,0.46,1,11
978852,Lovely Room in nice apartment,3879155,Sjoukje,,De Baarsjes - Oud-West,52.37398,4.86296,Private room,76,3,218,2019-07-07,2.90,1,11
979866,feel home and free in Jayantihouse,3717123,Jayanti,,De Aker - Nieuw Sloten,52.35332,4.78544,Private room,38,2,233,2019-07-05,3.05,2,259
982816,2-4p centre apt+Roof Terrace in the Canal Belt,5384983,Florus,,Centrum-Oost,52.36024,4.89741,Entire home/apt,225,3,32,2019-06-29,0.42,2,90
982907,"Clean, spacious, 2 bathroom LOFT",3971476,Sander,,Oostelijk Havengebied - Indische Buurt,52.37127,4.95138,Entire home/apt,179,4,6,2018-08-04,0.09,1,1
984134,Central and rustic situated B&B,5396559,Henk,,Noord-West,52.41782,4.90563,Entire home/apt,114,2,1,2016-04-06,0.03,2,226
984989,Small studio with SKYLINE of Amsterdam!,5403147,Sophia,,Bos en Lommer,52.37658,4.84529,Entire home/apt,55,3,312,2019-03-25,4.09,1,0
989222,Travel and sleep like a local 75m2,3205205,Chantal,,De Pijp - Rivierenbuurt,52.35055,4.88791,Entire home/apt,250,4,31,2019-04-14,0.41,1,215
995087,Waterfront B&B,4415881,Vera,,Westerpark,52.38094,4.87821,Private room,79,3,292,2019-06-29,4.27,1,46
995124,Classic Sailing House Boat Nice Spot in Amsterdam,4237150,Emile,,Oostelijk Havengebied - Indische Buurt,52.37678,4.94471,Entire home/apt,350,3,79,2019-06-19,1.04,1,258
996112,Lovely Canal Apartment Leidseplein,5472530,Ellen & Arno,,Centrum-Oost,52.36375,4.88486,Entire home/apt,300,3,19,2019-04-21,0.25,1,171
998754,Very large & new apartment!,5488484,Guido & Jasmine,,De Baarsjes - Oud-West,52.36574,4.85973,Entire home/apt,400,2,93,2019-04-23,1.22,1,21
998822,The Canal House,5489703,Edward,,Centrum-Oost,52.36301,4.89676,Entire home/apt,295,3,84,2019-06-29,1.37,1,73
1003865,Newly Renov Elegant apt in Old West,56142,Joan,,De Baarsjes - Oud-West,52.36724,4.87211,Entire home/apt,130,4,1,2019-07-05,1,2,135
1005026,"Nice,new app. nearby Center/Jordaan",5527871,Kyra,,De Baarsjes - Oud-West,52.37183,4.87272,Entire home/apt,145,2,41,2019-07-02,0.54,1,61
1005695,Beautiful apartment in centre,5530981,Freek,,Oud-Oost,52.35827,4.90861,Private room,199,5,46,2017-11-05,0.60,1,41
1006515,Unique city center houseboat in canal of Amsterdam,3523553,Doet,,Westerpark,52.3795,4.86896,Private room,133,2,72,2019-04-23,1.47,3,296
1006621,Fun apt @ the corner of the Jordan,5536020,Gilse & Rogier,,Westerpark,52.38398,4.88057,Entire home/apt,250,10,16,2017-05-04,0.21,1,365
1008006,Luxury BedonBoard on Beautiful Houseboat Amsterdam,3523553,Doet,,Westerpark,52.38088,4.86948,Private room,99,2,91,2019-07-01,1.93,3,0
1008223,A'dam West - room with double bed ,4443157,Arne,,Slotervaart,52.36561,4.84038,Private room,59,2,415,2019-06-14,5.42,1,255
1008225,Light Apartment with garden,5545294,Thea,,Westerpark,52.38249,4.8741,Entire home/apt,115,2,45,2019-07-07,0.60,1,3
1010056,Luxury duplex along canal,5557171,Rob,,Centrum-Oost,52.37113,4.90983,Entire home/apt,210,3,130,2019-06-22,1.71,1,256
1010305,"Central, comfortable, bath and great kitchen!",5558015,Sebastiaan,,Westerpark,52.38115,4.86825,Entire home/apt,119,2,19,2017-07-16,0.25,1,224
1014716,Rustig gelegen zonnig appartement voor een familie,5039682,Rebecca,,Watergraafsmeer,52.34416,4.94987,Entire home/apt,125,4,1,2013-04-01,0.01,1,7
1015468,PANORAMA VIEW ON WATER & SKYLINE,5586858,Mark,,IJburg - Zeeburgereiland,52.35783,4.99582,Private room,75,2,113,2019-06-22,1.55,1,17
1016999,Central and rustic situated B&B,5396559,Henk,,Noord-West,52.41772,4.90569,Private room,57,2,3,2017-09-26,0.08,2,242
1018421,Great apt & garden in central A'dam,5037279,Dennis,,Westerpark,52.37755,4.87502,Entire home/apt,150,3,38,2019-06-23,0.61,1,0
1018639,Canal app. 80m² Museum+shop area,4473576,Hans,,Centrum-Oost,52.36196,4.88781,Private room,125,3,36,2019-06-30,0.48,2,63
1018703,Cosy private studio on houseboat in the centre!*,125667,Michèle,,Zuid,52.35045,4.88611,Private room,120,3,204,2019-05-07,3.20,2,197
1019936,Comfortable Spacious Home ~ Centrum,10906309,Lynn A,,Centrum-West,52.38125,4.88254,Entire home/apt,150,4,10,2016-05-14,0.17,1,190
1020477,central canal apartment,5617295,Marc,,Centrum-West,52.37683,4.89418,Entire home/apt,170,6,29,2019-04-05,0.39,1,0
1020573,Holiday house Skaap Amsterdam,5617764,Inge,,Noord-Oost,52.39652,4.99523,Entire home/apt,140,3,2,2018-09-01,0.03,1,1
1021144,Kindvriendelijk huis met tuin!,5619477,Tania,,Gaasperdam - Driemond,52.2972,4.97576,Entire home/apt,110,5,13,2019-05-06,0.26,1,150
1021278,Sunny 3-bedroom family apartment,1383927,Thijs & Liedewij,,Watergraafsmeer,52.35507,4.93899,Entire home/apt,250,5,2,2014-10-31,0.03,1,0
1021538,spacious urban home with garden,5622526,Jef & Mette,,Slotervaart,52.35082,4.83717,Entire home/apt,189,6,5,2019-05-05,0.13,1,4
1021761,Modern and spacious appartment!,5624086,Stan,,Bos en Lommer,52.37773,4.85229,Entire home/apt,109,3,22,2019-06-16,0.38,1,0
1025482,"Houseboat,garden,center",5646154,Reinhart,,Oud-Noord,52.38342,4.90771,Private room,94,2,492,2019-07-05,6.45,2,176
1025835,Private room Amsterdam simply good,3040855,Michael,,IJburg - Zeeburgereiland,52.36103,4.97512,Private room,85,1,166,2019-06-21,3.46,5,33
1025838,LOVELY BROWSTONE NEAR CENTRE,5647814,Eveline,,Oud-Oost,52.35281,4.91882,Private room,89,2,98,2019-02-25,1.30,2,32
1030014,unique kaleidoscopic studio at canal,62341,Jurgen,,Centrum-West,52.3819,4.8826,Entire home/apt,89,4,45,2019-06-09,0.60,1,38
1031419,Near Centre; 2 bikes  + Roof Terrace,5676148,Arnaud,,Bos en Lommer,52.38224,4.85657,Entire home/apt,145,3,25,2018-08-24,0.36,1,5
1032443,Spacious apartment close to Vondelpark,5681109,Kim,,Zuid,52.34929,4.85563,Entire home/apt,130,6,24,2019-04-06,0.32,1,0
1035801,Nice family home with garden,5701682,Manousch,,Zuid,52.35253,4.85615,Entire home/apt,225,3,13,2018-07-31,0.19,1,1
1036888,"Sunny & quiet, 70 m2 apartment - Westerpark",4489932,Thomas,,Westerpark,52.38465,4.87262,Entire home/apt,105,3,58,2019-04-17,0.78,1,251
1037485,Two layer apartment (118m2) with roof terrace,5711109,Joosje,,De Baarsjes - Oud-West,52.36979,4.86808,Entire home/apt,295,4,16,2019-04-01,0.22,1,0
1037832,Charming & Sunny lakeside (new) house,5713208,Mac,,IJburg - Zeeburgereiland,52.36243,4.9756,Entire home/apt,110,5,14,2017-08-05,0.19,1,188
1038120,Big trendy family loft in city center Amsterdam,5714947,Jasper,,Centrum-West,52.38749,4.88467,Entire home/apt,399,2,42,2019-06-13,0.59,1,351
1038625,Family house with garden & 5 bicycles,5717892,Hans,,Watergraafsmeer,52.35114,4.93639,Entire home/apt,225,5,17,2018-08-15,0.23,1,195
1040669,"Bohemian Home+garden,Jordaan",2352384,Denise,,Westerpark,52.37479,4.87357,Entire home/apt,172,4,10,2018-10-19,0.25,1,174
1041013,Gentle 6 Apartment,2321097,Beheer,,Centrum-West,52.37089,4.88724,Entire home/apt,280,3,72,2019-07-01,0.96,6,261
1041309,Museum square - light apartment - rooftop terrace,5732915,Martine,,Zuid,52.35258,4.8821,Entire home/apt,200,3,45,2019-06-08,0.60,1,18
1041923,"1930 apt, with cats,quiet, near city centre A'dam.",5735565,Joeban,,Bos en Lommer,52.37716,4.8486,Entire home/apt,100,3,2,2018-08-04,0.03,1,0
1043348,Amsterdam East,5745029,Monique,,Oostelijk Havengebied - Indische Buurt,52.35961,4.94103,Entire home/apt,140,7,15,2019-06-21,0.21,1,219
1043553,Gentle 4 Apartment,2321097,Beheer,,Centrum-West,52.37161,4.88589,Entire home/apt,200,3,51,2019-06-21,0.68,6,322
1043622,Gentle 2 Studio,2321097,Beheer,,Centrum-West,52.37071,4.88568,Entire home/apt,125,3,62,2019-05-29,0.82,6,186
1043948,"Central, large boutique house,for 8",5747929,Mireille,,Centrum-West,52.37895,4.88476,Entire home/apt,376,4,44,2018-12-30,0.59,1,1
1044090,Cozy apartment next to the Vondelpark,3467716,Willem,,De Baarsjes - Oud-West,52.3615,4.86427,Entire home/apt,130,1,18,2017-10-29,0.55,1,0
1044448,"Center, 2 storey cornerhouse, 4 BR, Canalview!",5750100,Saskia,,Centrum-Oost,52.36328,4.91834,Entire home/apt,495,3,34,2018-09-17,0.45,1,334
1044452,Charming Private Studio Westerpark,5750107,Jacob & Patricia,,Westerpark,52.3874,4.87962,Entire home/apt,165,2,281,2019-07-08,3.78,1,187
1047746,Big family house with garden!,2976877,Donate,,Oud-Oost,52.36396,4.92736,Entire home/apt,150,3,19,2019-06-01,0.26,1,5
1051514,charming familly house in historic,5788761,Kathleen,,Centrum-West,52.38056,4.8865,Entire home/apt,500,3,7,2015-08-13,0.09,1,0
1051515,Designed apart near city center/rai,5788956,Pieter,,De Pijp - Rivierenbuurt,52.34265,4.90247,Entire home/apt,250,4,32,2019-04-28,0.44,1,18
1054715,Room w/a view and bathroom de luxe,5808421,Ineke,,De Pijp - Rivierenbuurt,52.35081,4.89703,Private room,95,3,192,2018-10-29,2.86,1,0
1055570,Amsterdam is more beautiful than Paris,5813322,Harold,,IJburg - Zeeburgereiland,52.36126,4.9824,Entire home/apt,180,7,217,2019-07-01,2.88,1,266
1055703,FINE STAY NEAR MUSEUMS & PARC ! 4 adults or family,2712718,Sabrine,,De Baarsjes - Oud-West,52.3607,4.86425,Entire home/apt,275,7,77,2019-07-03,1.03,1,125
1055764,Kids friendly house Amsterdam ,995697,Saskia,,Westerpark,52.38474,4.86989,Entire home/apt,260,3,15,2019-01-02,0.20,1,359
1057494,Lovely bright room with balcony and beatiful view!,1899420,Rosie,,Zuid,52.34861,4.87515,Private room,69,1,417,2019-06-23,5.56,2,132
1058439,"Amsterdam, bright house, free P",5827869,Kick,,Oud-Noord,52.38801,4.94839,Entire home/apt,275,6,10,2018-08-30,0.17,1,6
1064092,Entire apt in City Centre Amsterdam,5857608,Annemarie,,Centrum-West,52.36953,4.87956,Entire home/apt,249,2,26,2019-05-28,0.53,1,362
1064108,Cozy spacious 90 m2 Jordaan apartment,5796250,Remco,,Centrum-West,52.38246,4.8879,Entire home/apt,99,7,40,2019-06-10,0.53,11,268
1064499,Spacious apartment in Amsterdam with garden,5858811,Karine,,Noord-West,52.40406,4.90936,Entire home/apt,60,10,4,2018-03-02,0.08,1,0
1068565,House along the water in Amsterdam,5878526,Petra,,IJburg - Zeeburgereiland,52.3607,4.97504,Entire home/apt,130,4,78,2019-06-18,1.04,1,189
1069142,300m from ROYAL PALACE for the KING,3529778,Gijs,,Centrum-West,52.37261,4.89646,Private room,175,2,272,2019-07-04,3.80,2,299
1071414,AMSTEL FAB APART Centre Quiet near Amstel Hotel,5893654,Joke,,Oud-Oost,52.35843,4.90764,Entire home/apt,119,4,293,2019-07-06,3.89,1,0
1071421,Cosy and clean appt near Vondelpark,5893458,Frederique,,De Baarsjes - Oud-West,52.36324,4.86618,Entire home/apt,145,5,22,2018-07-01,0.29,1,0
1072171,Recently renewed 2 rooms apartment,5897418,Jasper,,Bos en Lommer,52.37575,4.86285,Entire home/apt,100,7,12,2018-05-15,0.16,1,131
1076673,Amsterdam Big Apartment near Centre,5357668,Frits,,De Pijp - Rivierenbuurt,52.34697,4.88934,Entire home/apt,250,2,18,2017-09-20,0.24,1,253
1077678,Cosy apartment in quiet street,4850366,Ruth,,De Baarsjes - Oud-West,52.35967,4.85167,Entire home/apt,96,2,20,2016-08-14,0.27,1,0
1079184,Spacious apartment on the canal,5935980,Richarda,,Centrum-Oost,52.35899,4.89632,Entire home/apt,225,3,24,2019-06-10,0.33,1,26
1079362,Central large & modern apartment,5936488,Eric,,Centrum-Oost,52.37034,4.9079,Entire home/apt,346,4,5,2016-03-30,0.07,2,189
1081307,Landelijk in de stad,5994388,Yvonne,,Oud-Noord,52.39884,4.91861,Entire home/apt,85,5,56,2019-04-27,0.74,1,192
1082688,Sunny Apt fully furnished West,5953073,Marloes,,De Baarsjes - Oud-West,52.37144,4.86175,Entire home/apt,125,4,23,2017-05-14,0.30,1,0
1085099,Spacious&Light apt. + sunny balcony @ lively area!,2816647,Mark,,Bos en Lommer,52.37834,4.84892,Entire home/apt,200,2,69,2019-06-23,0.92,1,0
1087667,Amsterdam apartment with terrace,5527039,Louise,,De Baarsjes - Oud-West,52.3674,4.85082,Entire home/apt,95,3,23,2019-02-23,0.56,1,151
1087866,Bed & Breakfast of Art,5979580,Carla,,Centrum-West,52.38257,4.88825,Private room,125,2,50,2019-05-17,0.66,1,280
1088159,A Lovely Holiday In the Heart of A'dam,4139948,Martha,,Centrum-West,52.36671,4.88363,Private room,88,3,62,2019-03-24,0.82,1,192
